P3	P3	Lin	SYSV-O	Y2H	1	1	1
P3	6K1	Lin	SYSV-O	Y2H	3	1	1
P3	CI	Lin	SYSV-O	Y2H	2	1	1
P3	6K2	Lin	SYSV-O	Y2H	1	1	1
P3	VPg	Lin	SYSV-O	Y2H	2	1	1
P3	NIa-Pro	Lin	SYSV-O	Y2H	2	1	1
P3	NIb	Lin	SYSV-O	Y2H	2	1	1
P3	CP	Lin	SYSV-O	Y2H	0	0	1
							
6K1	P1	Lin	SYSV-O	Y2H	2	1	1
6K1	HC-Pro	Lin	SYSV-O	Y2H	0	0	1
6K1	P3	Lin	SYSV-O	Y2H	3	1	1
6K1	6K1	Lin	SYSV-O	Y2H	0	0	1
6K1	CI	Lin	SYSV-O	Y2H	0	0	1
6K1	6K2	Lin	SYSV-O	Y2H	0	0	1
6K1	VPg	Lin	SYSV-O	Y2H	1	1	1
6K1	NIa-Pro	Lin	SYSV-O	Y2H	2	1	1
6K1	NIb	Lin	SYSV-O	Y2H	0	0	1
6K1	CP	Lin	SYSV-O	Y2H	0	0	1
							
CI	P1	Lin	SYSV-O	Y2H	2	1	1
CI	HC-Pro	Lin	SYSV-O	Y2H	0	0	1
CI	P3	Lin	SYSV-O	Y2H	2	1	1
CI	6K1	Lin	SYSV-O	Y2H	0	0	1
CI	CI	Lin	SYSV-O	Y2H	2	1	1
CI	6K2	Lin	SYSV-O	Y2H	2	1	1
CI	VPg	Lin	SYSV-O	Y2H	1	1	1
CI	NIa-Pro	Lin	SYSV-O	Y2H	3	1	1
CI	NIb	Lin	SYSV-O	Y2H	0	0	1
CI	CP	Lin	SYSV-O	Y2H	2	1	1
							
6K2	P1	Lin	SYSV-O	Y2H	0	0	1
6K2	HC-Pro	Lin	SYSV-O	Y2H	0	0	1
6K2	P3	Lin	SYSV-O	Y2H	1	1	1
6K2	6K1	Lin	SYSV-O	Y2H	0	0	1
6K2	CI	Lin	SYSV-O	Y2H	2	1	1
6K2	6K2	Lin	SYSV-O	Y2H	0	0	1
6K2	VPg	Lin	SYSV-O	Y2H	3	1	1
6K2	NIa-Pro	Lin	SYSV-O	Y2H	1	1	1
6K2	NIb	Lin	SYSV-O	Y2H	0	0	1
6K2	CP	Lin	SYSV-O	Y2H	0	0	1
							
VPg	P1	Lin	SYSV-O	Y2H	2	1	1
VPg	HC-Pro	Lin	SYSV-O	Y2H	2	1	1
VPg	P3	Lin	SYSV-O	Y2H	2	1	1
VPg	6K1	Lin	SYSV-O	Y2H	1	1	1
VPg	CI	Lin	SYSV-O	Y2H	1	1	1
VPg	6K2	Lin	SYSV-O	Y2H	3	1	1
VPg	VPg	Lin	SYSV-O	Y2H	3	1	1
VPg	NIa-Pro	Lin	SYSV-O	Y2H	0	0	1
VPg	NIb	Lin	SYSV-O	Y2H	2	1	1
VPg	CP	Lin	SYSV-O	Y2H	2	1	1
							
NIa-Pro	P1	Lin	SYSV-O	Y2H	2	1	1
NIa-Pro	HC-Pro	Lin	SYSV-O	Y2H	1	1	1
NIa-Pro	P3	Lin	SYSV-O	Y2H	2	1	1
NIa-Pro	6K1	Lin	SYSV-O	Y2H	2	1	1
NIa-Pro	CI	Lin	SYSV-O	Y2H	3	1	1
NIa-Pro	6K2	Lin	SYSV-O	Y2H	1	1	1
NIa-Pro	VPg	Lin	SYSV-O	Y2H	0	0	1
NIa-Pro	NIa-Pro	Lin	SYSV-O	Y2H	3	1	1
NIa-Pro	NIb	Lin	SYSV-O	Y2H	3	1	1
NIa-Pro	CP	Lin	SYSV-O	Y2H	2	1	1
							
NIb	P1	Lin	SYSV-O	Y2H	0	0	1
NIb	HC-Pro	Lin	SYSV-O	Y2H	0	0	1
NIb	P3	Lin	SYSV-O	Y2H	2	1	1
NIb	6K1	Lin	SYSV-O	Y2H	0	0	1
NIb	CI	Lin	SYSV-O	Y2H	0	0	1
NIb	6K2	Lin	SYSV-O	Y2H	0	0	1
NIb	VPg	Lin	SYSV-O	Y2H	2	1	1
NIb	NIa-Pro	Lin	SYSV-O	Y2H	3	1	1
NIb	NIb	Lin	SYSV-O	Y2H	3	1	1
NIb	CP	Lin	SYSV-O	Y2H	1	1	1
							
CP	P1	Lin	SYSV-O	Y2H	2	1	1
CP	HC-Pro	Lin	SYSV-O	Y2H	1	1	1
CP	P3	Lin	SYSV-O	Y2H	0	0	1
CP	6K1	Lin	SYSV-O	Y2H	0	0	1
CP	CI	Lin	SYSV-O	Y2H	2	1	1
CP	6K2	Lin	SYSV-O	Y2H	0	0	1
CP	VPg	Lin	SYSV-O	Y2H	2	1	1
CP	NIa-Pro	Lin	SYSV-O	Y2H	2	1	1
CP	NIb	Lin	SYSV-O	Y2H	1	1	1
CP	CP	Lin	SYSV-O	Y2H	1	1	1
							
							
P1	P1	Guo	PVA	Y2H	0	0	1
P1	HC-Pro	Guo	PVA	Y2H	1	1	1
P1	P3	Guo	PVA	Y2H	0	0	1
P1	6K1	Guo	PVA	Y2H	0	0	1
P1	CI	Guo	PVA	Y2H	2	1	1
P1	6K2	Guo	PVA	Y2H	0	0	1
P1	VPg	Guo	PVA	Y2H	1	1	1
P1	NIa-Pro	Guo	PVA	Y2H	0	0	1
P1	NIb	Guo	PVA	Y2H	0	0	1
P1	CP	Guo	PVA	Y2H	0	0	1
							
HC-Pro	P1	Guo	PVA	Y2H	1	1	1
HC-Pro	HC-Pro	Guo	PVA	Y2H	4	1	1
HC-Pro	P3	Guo	PVA	Y2H	0	0	1
HC-Pro	6K1	Guo	PVA	Y2H	0	0	1
HC-Pro	CI	Guo	PVA	Y2H	3	1	1
HC-Pro	6K2	Guo	PVA	Y2H	0	0	1
HC-Pro	VPg	Guo	PVA	Y2H	1	1	1
HC-Pro	NIa-Pro	Guo	PVA	Y2H	1	1	1
HC-Pro	NIb	Guo	PVA	Y2H	0	0	1
HC-Pro	CP	Guo	PVA	Y2H	0	0	1
							
P3	P1	Guo	PVA	Y2H	0	0	1
P3	HC-Pro	Guo	PVA	Y2H	0	0	1
P3	P3	Guo	PVA	Y2H	0	0	1
P3	6K1	Guo	PVA	Y2H	0	0	1
P3	CI	Guo	PVA	Y2H	0	0	1
P3	6K2	Guo	PVA	Y2H	0	0	1
P3	VPg	Guo	PVA	Y2H	0	0	1
P3	NIa-Pro	Guo	PVA	Y2H	0	0	1
P3	NIb	Guo	PVA	Y2H	2	1	1
P3	CP	Guo	PVA	Y2H	0	0	1
							
6K1	P1	Guo	PVA	Y2H	0	0	1
6K1	HC-Pro	Guo	PVA	Y2H	0	0	1
6K1	P3	Guo	PVA	Y2H	0	0	1
6K1	6K1	Guo	PVA	Y2H	0	0	0
6K1	CI	Guo	PVA	Y2H	0	0	1
